ID Number,"Spottswood Section","Matrix Number (song #, take #)",Normative Artist Name,Artist/Performer as listed,Title of Track,Normative Title Spelling,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first is performer, then alphabetical) ","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S4085,16.220,B 27271-1,William Robyn,William Robyn,A Gris Fin Neuer Russland (A Greeting From New Russia),,12/29/1922,,1922,"New York, NY",Vi 73737,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Nathaniel Shilkret (director),"William Robyn (tenor), Joseph Rumshinsky (composer), Nathaniel Shilkret (director)",
S4086,16.220,B 27272-2,William Robyn,William Robyn,Macabeier March,,12/29/1922,,1922,"New York, NY",Vi rej,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Nathaniel Shilkret (director),"William Robyn (tenor), Joseph Rumshinsky (composer), Nathaniel Shilkret (director)",
S4087,16.220,B 27272-3,William Robyn,William Robyn,Macabeier March,,2/8/1923,,1923,"New York, NY",Vi 73737,Victor,"Tenor, Orchestra",Joseph M. Rumshinsky (composer); Nathaniel Shilkret (director),"William Robyn (tenor), Joseph Rumshinsky (composer), Nathaniel Shilkret (director)",
S4088,16.220,B 27468-2,William Robyn,William Robyn,Himno Nacional Filipino (Philippine National Hymn),,2/9/1923,,1923,"New York, NY",Vi 73817,Victor,"Tenor, Orchestra",Nathaniel Shilkret (director),"William Robyn (tenor), Nathaniel Shilkret (director)",in English
S4089,16.220,B 27469-2,William Robyn,William Robyn,Hail Philippines-Canción,,2/9/1923,,1923,"New York, NY",Vi 73817,Victor,"Tenor, Orchestra",Nathaniel Shilkret (director); Bizet (m),"William Robyn (tenor), Nathaniel Shilkret (director), Georges Bizet (composer)",in English
S4090,16.220,B 27573-1,William Robyn,William Robyn,"Ech Ti Dolyia, Mia Dolyia (Oh, My Fate)",,2/26/1923,,1923,"Camden, NJ",Vi 73777,Victor,"Tenor, Orchestra",Nathaniel Shilkret (director),"William Robyn (tenor), Nathaniel Shilkret (director)",in Russian
S4091,16.220,B 27574-1,William Robyn,William Robyn,"Siesser Heim (Home, Sweet Home)-Serenade, from ''Die Goldene Kalle'' (The Golden Bride)",,2/26/1923,,1923,"Camden, NJ",Vi 73744,Victor,"Tenor, Orchestra",J.M. Rumshinsky (composer); Nathaniel Shilkret (director),"William Robyn (tenor), Joseph Rumshinsky (composer), Nathaniel Shilkret (director)",
S4092,16.220,B 27576-2,William Robyn,William Robyn,"Kabed Es Ovicko, from ''The American Rebetzin''",,2/27/1923,,1923,"Camden, NJ",Vi rej,Victor,"Tenor, Orchestra",Anshell Schorr & Samuel Secunda (composers); Nathaniel Shilkret (director),"William Robyn (tenor), Anschel Schorr (composer), Sholom Secunda (composer), Nathaniel Shilkret (director)",
S4093,16.220,B 27576-4,William Robyn,William Robyn,Kabed Es Ovicko,,3/21/1923,,1923,"Camden, NJ",Vi 73824,Victor,"Tenor, Orchestra",Anshell Schorr & Samuel Secunda (composers); Nathaniel Shilkret (director),"William Robyn (tenor), Anschel Schorr (composer), Sholom Secunda (composer), Nathaniel Shilkret (director)",
S4094,16.220,B 27705-1,William Robyn,W. Robinow,Solnze Vschodit I Zachodit (The Sun Rises And Sets),,3/21/1923,,1923,"Camden, NJ",Vi 73777,Victor,"Tenor, Orchestra",Nathaniel Shilkret (director),"William Robyn (tenor), Nathaniel Shilkret (director)",in Russian
S4095,16.220,x,William Robyn,William Robyn,Dearest,,4/11/1923,,1923,"New York, NY",Vi trial,Victor,"Tenor, Piano ",Nathaniel Shilkret (piano),"William Robyn (tenor), Nathaniel Shilkret (piano)",
S4096,16.220,B 27837-1,William Robyn,William Robyn,"Wach Auf Mein Folk, from ''Die Klige Frauen''",,4/18/1923,,1923,"New York, NY",Vi 73824,Victor,"Tenor, Orchestra ","Joseph M, Rumshinsky (composer); Nathaniel Shilkret (director)","William Robyn (tenor), Joseph Rumshinsky (composer), Nathaniel Shilkret (director)",
S4097,16.220,B 28020,William Robyn,William Robyn,Meine Sonne (Wie Strahlt Sonne Hell In Vollem Fliehen),,5/21/1923,,1923,"New York, NY",Vi,Victor,"Tenor, Flute, Guitar, Mandolin, Piano, Violin","E, Di Capua (composer); Nathaniel Shilkret (director)","William Robyn (tenor), Eduardo Di Capua (composer), Nathaniel Shilkret (director)",in German
S4098,16.220,578-2,William Robyn,William Robyn,Kol Nidrei,,,8/1923,1923,"New York, NY",Cameo 408,Columbia,Tenor,,William Robyn (tenor),
S4099,16.220,589-2,William Robyn,William Robyn,"Eili, Eili",,,8/1923,1923,"New York, NY",Cameo 408,Columbia,Tenor,,William Robyn (tenor),
S4100,16.220,TO 1294,William Robyn,William Robyn,A Chasend'l Oif Shabes,,4/27/1933,,1933,"New York, NY",Br test,Brunswick,Tenor,,William Robyn (tenor),"""William Robyn enjoyed a long career as a radio and recording artist, but he made no further non-English language recordings until the late 1940s."""
S4101,16.221,x,David Roitman,Cantor David Roitman,Jerusalem,,9/1/1922,,1922,"New York, NY",Vi trial,Victor,"Cantor, Piano",Nathaniel Shilkret (piano),"David Roitman (cantor), Nathaniel Shilkret (piano)",
S4102,16.221,59727-4,David Roitman,Cantor David Roitman,Oshamnu Mikol Om,,,1922,1922,"New York, NY","Co E5245, 9255 (12'')",Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4103,16.221,59728-4,David Roitman,Cantor David Roitman,V'lirusholaim Irchu,,,1922,1922,"New York, NY","Co E5245, 9255 (12"")",Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4104,16.221,59734-4,David Roitman,Cantor David Roitman,Shochnei Butei Choimer,,,1922,1922,"New York, NY",Co E5247 (12''),Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4105,16.221,59735-3,David Roitman,Cantor David Roitman,Al Tiro Mipachad Pisom,,,1922,1922,"New York, NY",Co E5247 (12''),Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4106,16.221,59744-3,David Roitman,Cantor David Roitman,L'Dovid Mizmour,,,1922,1922,"New York, NY","Co E5250 (12''), GR 84 (33)",Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4107,16.221,59745-2,David Roitman,Cantor David Roitman,Uvmikhalos Rivevos,,,1922,1922,"New York, NY","Co E5250 (12''), GR 84 (33)",Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4108,16.221,59746-1,David Roitman,Cantor David Roitman,Uvdivrei Kodshecho,,,1922,1922,"New York, NY",Co E5258 (12''),Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4109,16.221,59747-1,David Roitman,Cantor David Roitman,L'Der V'Der Nagid Godlecho,,,1922,1922,"New York, NY",Co E5258 (12''),Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4110,16.221,59757-2,David Roitman,Cantor David Roitman,Vechol Boei Oilom (Unasane Toikef),,,1922,1922,"New York, NY","Co E5266, 57039-F, 9256 (12"")",Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4111,16.221,59768-1,David Roitman,Cantor David Roitman,Hayom Tamtzenu,,,1922,1922,"New York, NY","Co E5266, 57039-F, 9256 (12'')",Columbia,Cantor,Roitman (composer),"David Roitman (cantor), David Roitman (composer)",
S4112,16.221,59810-2,David Roitman,Cantor David Roitman,Sim Sholem-Pt. 1,,,1923-4,1923,"New York, NY",Co E5281 (12''),Columbia,Cantor,,David Roitman (cantor),
S4113,16.221,59811-2,David Roitman,Cantor David Roitman,Sim Sholem-Pt. 2,,,1923-4,1923,"New York, NY",Co E5281 (12''),Columbia,Cantor,,David Roitman (cantor),
S4114,16.221,59832-3,David Roitman,Cantor David Roitman,Der Lebediger Yusem,,,1923-4,1923,"New York, NY","Co 57001-F, 9257 (12'')",Columbia,Cantor,S. Froog (composer),"David Roitman (cantor), S.S. Frug (composer)",
S4115,16.221,59833-5,David Roitman,Cantor David Roitman,"Mikita, Mikita",,,1923-4,1923,"New York, NY","Co 57001-F, 9257 (12'')",Columbia,Cantor,,David Roitman (cantor),
S4116,16.221,x,David Roitman,Cantor David Roitman,Habet Mishomaim,,,1923-4,1923,"New York, NY",Co 57006-F (12''),Columbia,Cantor,,David Roitman (cantor),
S4117,16.221,x,David Roitman,Cantor David Roitman,Die Avoideh,,,1923-4,1923,"New York, NY",Co 57006-F (12''),Columbia,Cantor,,David Roitman (cantor),
S4118,16.221,x,David Roitman,Cantor David Roitman,Yaleh Veyuvo,,,1923-4,1923,"New York, NY",Co 57010-F (12''),Columbia,Cantor,,David Roitman (cantor),
S4119,16.221,x,David Roitman,Cantor David Roitman,Ruchel Mevakeh Al Boneho,,,1923-4,1923,"New York, NY",Co 57010-F (12''),Columbia,Cantor,,David Roitman (cantor),
S4120,16.221,x,David Roitman,Cantor David Roitman,Habein Yakir Li,,,1923-4,1923,"New York, NY","Co 57029-F, 9254 (12'')",Columbia,Cantor,,David Roitman (cantor),
S4121,16.221,x,David Roitman,Cantor David Roitman,Ovinu Malkeinu,,,1923-4,1923,"New York, NY","Co 57029-F, 9254 (12'')",Columbia,Cantor,,David Roitman (cantor),
S4122,16.221,x,David Roitman,Cantor David Roitman,Veiaahrev No,,,1923-4,1923,"New York, NY",Co 9253 (12''),Columbia,Cantor,,David Roitman (cantor),
S4123,16.221,x,David Roitman,Cantor David Roitman,Mi Sheoso Nisim,,,1923-4,1923,"New York, NY",Co 9253 (12''),Columbia,Cantor,,David Roitman (cantor),
S4124,16.221,C 31583-1,David Roitman,Cantor David Roitman,Talmidel Chachomim Marbim Sholom,,1/7/1925,,1925,"New York, NY",Vi 68684 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin", David Roitman (composer); Nathaniel Shilkret (director),"David Roitman (cantor), David Roitman (composer), Nathaniel Shilkret (director)",
S4125,16.221,C 31590-1,David Roitman,Cantor David Roitman,Sholom Rov,,1/7/1925,,1925,"New York, NY",Vi 68684 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin", David Roitman (composer); Nathaniel Shilkret (director),"David Roitman (cantor), David Roitman (composer), Nathaniel Shilkret (director)",
S4126,16.221,C 32297-2,David Roitman,Cantor David Roitman,Hashcivenu-Pt. 1 ,,4/6/1925,,1925,"New York, NY","Vi 68704, HMV L605 (12'')","Victor, His Master's Voice","Cantor, Flute, Organ, Viola, Violin",David Roitman (composer); Leroy Shield (director),"David Roitman (cantor), David Roitman (composer), Leroy Shield (director)",
S4127,16.221,C 32298-3,David Roitman,Cantor David Roitman,Hashcivenu-Pt. 2,,4/6/1925,,1925,"New York, NY","Vi 68704, HMV L605 (12'')","Victor, His Master's Voice","Cantor, Flute, Organ, Viola, Violin",David Roitman (composer); Leroy Shield (director),"David Roitman (cantor), David Roitman (composer), Leroy Shield (director)",
S4128,16.221,C 32965-2,David Roitman,Cantor David Roitman,Unsane Toikef,,7/17/1925,,1925,"New York, NY","Vi 68707, HMV L606 (12'')","Victor, His Master's Voice","Cantor, Cello, Cornet, Flute, Organ, Violin",David Roitman (composer); Nathaniel Shilkret  (director),"David Roitman (cantor), David Roitman (composer), Nathaniel Shilkret  (director)",
S4129,16.221,C 32966-3,David Roitman,Cantor David Roitman,Ato Hivdalto,,7/17/1925,,1925,"New York, NY","Vi 68707, HMV L606 (12'')","Victor, His Master's Voice","Cantor, Cello, Cornet, Flute, Organ, Violin",David Roitman (composer); Nathaniel Shilkret  (director),"David Roitman (cantor), David Roitman (composer), Nathaniel Shilkret (director)",
S4130,16.221,E 27025,David Roitman,Cantor David Roitman,Esmechu Ube Malchuscho,,3/13/1928,,1928,"New York, NY",Br 67095,Brunswick,"Cantor, Orchestra",S. Gosinsky (composer); M. Lichtenstein (arranger); Matus Lichtenstein (director); 9 men (orchestra),"David Roitman (cantor), S. Gosinsky (composer), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",9-man orchestra
S4131,16.221,E 27028,David Roitman,Cantor David Roitman,Odon Jesoidoi Mehofor,,3/13/1928,,1928,"New York, NY",Br 67095,Brunswick,"Cantor, Orchestra",S. Gosinsky (composer); M. Lichtenstein (arranger); Matus Lichtenstein (director); 9 men (orchestra),"David Roitman (cantor), S. Gosinsky (composer), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",9-man orchestra
S4132,16.221,E 27029/30,David Roitman,Cantor David Roitman,"Ehi Rotzein, Ershte Teil",,3/13/1928,,1928,"New York, NY",Br rej,Brunswick,"Cantor, Orchestra",M. Lichtenstein (arranger); Matus Lichtenstein (director); 9 men (orchestra),"David Roitman (cantor), Matus Lichtenstein (arranger), Matus Lichtenstein (director)",9-man orchestra
S4133,16.221,XE 27377-,David Roitman,Cantor David Roitman,Roisch Chodesch (Prayer To The New Month) Pt-2,,4/20/1928,,1928,"New York, NY",Br 75003 (12''),Brunswick,"Cantor, Orchestra",Matus Lichtenstein (director); 9 men (orchestra),"David Roitman (cantor), Matus Lichtenstein (director)",9-man orchestra
S4134,16.221,XE 27378-,David Roitman,Cantor David Roitman,Roisch Chodesch (Prayer To The New Month) Pt-1,,4/20/1928,,1928,"New York, NY",Br 75003 (12''),Brunswick,"Cantor, Orchestra",Matus Lichtenstein (director); 9 men (orchestra),"David Roitman (cantor), Matus Lichtenstein (director)",9-man orchestra
S4135,16.222,x,Mr. Rose ,Mr. Rose ,Wen Ich Hob Die Macht,,,1906,1906,"New York, NY",UHD&C 1242,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4136,16.222,x,Mr. Rose ,Mr. Rose ,Oi Die Gelt,,,1906,1906,"New York, NY",UHD&C 1243,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4137,16.222,x,Mr. Rose ,Mr. Rose ,Maine 3 Waiber,,,1906,1906,"New York, NY",UHD&C 1244,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4138,16.222,x,Mr. Rose ,Mr. Rose ,Coi Israel Chaveirim,,,1906,1906,"New York, NY",UHD&C 1251,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4139,16.222,x,Mr. Rose ,Mr. Rose ,Raichele Agisund In Dein Beichele,,,1906,1906,"New York, NY",UHD&C 1252,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4140,16.222,x,Mr. Rose ,Mr. Rose ,"Hamavdil, fun ''A Groben Jung''",,,1906,1906,"New York, NY",UHD&C 1253,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4141,16.222,x,Mr. Rose ,Mr. Rose ,Chasene Hoben Is Nit Kedal,,,1906,1906,"New York, NY",UHD&C 1254,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4142,16.222,x,Mr. Rose ,Mr. Rose ,Die Goldene Land,,,1906,1906,"New York, NY",UHD&C 1255,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4143,16.222,x,Mr. Rose ,Mr. Rose ,Ich Mus Onfangen Lachin,,,1906,1906,"New York, NY",UHD&C 1256,United Hebrew Disc & Cylinder,"Vocal, Flute, Piano, Violin",,Mr. Rose (vocal),
S4144,16.223,C 13522-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Kol Nidre,,7/3/1913,,1913,"New York, NY","Vi 35312, HMV AN14 (12'')","Victor, His Master's Voice","Cantor, Organ",Henry A. Rosotto (arranger); Edward T. King (organ),"Yossele Rosenblatt (cantor), Henry A. Rosotto (arranger), Edward T. King (organ)",
S4145,16.223,B 13523-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Wlirushulaim,,7/3/1913,,1913,"New York, NY","Vi 17400, HMV 211756, AM218","Victor, His Master's Voice","Cantor, Organ",Joseph Rosenblatt (composer); Edward T. King (organ),"Yossele Rosenblatt (cantor), Yossele Rosenblatt(composer), Edward T. King (organ)",
S4146,16.223,B 13524-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Tekum Purkon,,7/3/1913,,1913,"New York, NY",Vi rej,Victor,"Cantor, Organ",Joseph Rosenblatt (composer); Edward T. King (organ),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Edward T. King (organ)",
S4147,16.223,B 13524-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Tekum Purkon,,7/29/1913,,1913,"New York, NY","Vi 17400, HMV 211757, AM218","Victor, His Master's Voice","Cantor, Organ",Joseph Rosenblatt (composer); Edward T. King (organ),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Edward T. King (organ)",
S4148,16.223,C 13644-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,El Mole Rachmin (fur Titanik),,7/29/1913,,1913,"New York, NY","Vi 35312, HMV AN14 (12'')","Victor, His Master's Voice","Cantor, Organ",Edward T. King (organ),"Yossele Rosenblatt (cantor), Edward T. King (organ)",
S4149,16.223,B 13645-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Sorea Zdukaus,,7/29/1913,,1913,"New York, NY","Vi 17448, HMV 211751, AM215","Victor, His Master's Voice","Cantor, Organ",Edward T. King (organ),"Yossele Rosenblatt (cantor), Edward T. King (organ)",
S4150,16.223,B 13646-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Mi Scheberach,,7/29/1913,,1913,"New York, NY",Vi rej,Victor,"Cantor, Organ",Edward T. King (organ),"Yossele Rosenblatt (cantor), Edward T. King (organ)",
S4151,16.223,B 13647-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Jehi Rozon, from Rosch Chodesh-Pt. 1",,7/29/1913,,1913,"New York, NY",Vi rej,Victor,"Cantor, Organ",Edward T. King (organ),"Yossele Rosenblatt (cantor), Edward T. King (organ)",
S4152,16.223,B 13648-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Jehi Rozon, from Rosch Chodesh-Pt. 2",,7/29/1913,,1913,"New York, NY",Vi rej,"Victor, His Master's Voice","Cantor, Organ",Edward T. King (organ),"Yossele Rosenblatt (cantor), Edward T. King (organ)",
S4153,16.223,C 13824-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Meloch, Al Kol, Hoolom",,9/19/1913,,1913,"New York, NY","Vi 35325, HMV AN15 (12'')","Victor, His Master's Voice","Cantor, Chorus, Organ",Joseph Rosenblatt (composer); Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4154,16.223,B 13646-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Mi Scheberach,,9/19/1913,,1913,"New York, NY","Vi 67538, HMV AM219","Victor, His Master's Voice","Cantor, Chorus, Organ",Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4155,16.223,B 13825-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Omar Rabbi Elosor,,9/19/1913,,1913,"New York, NY","Vi 17448, HMV 211750, AM215","Victor, His Master's Voice","Cantor, Chorus, Organ",Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4156,16.223,C 13826-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Weal Jede-Lichronos,,9/19/1913,,1913,"New York, NY","Vi 35325, HMV AN15 (12'')","Victor, His Master's Voice","Cantor, Chorus, Organ",Joseph Rosenblatt (composer); Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4157,16.223,B 13827-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Weseorew-Pt. 1,,9/19/1913,,1913,"New York, NY","Vi 17450, HMV 211754, AM217","Victor, His Master's Voice","Cantor, Chorus, Organ",Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4158,16.223,B 13828-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Weseorew-Pt. 1,,9/19/1913,,1913,"New York, NY","Vi 17450, HMV 211755, AM217","Victor, His Master's Voice","Cantor, Chorus, Organ",Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4159,16.223,B 13829-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Jehi Rozon, from Rosh Chodesh-Pt. 1",,9/19/1913,,1913,"New York, NY","Vi 17449, HMV AM216","Victor, His Master's Voice","Cantor, Chorus, Organ",Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4160,16.223,B 13833-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Jehi Rozon, from Rosh Chodesh-Pt. 2",,9/19/1913,,1913,"New York, NY","Vi 17449, HMV AM216","Victor, His Master's Voice","Cantor, Chorus, Organ",Edward T. King (organ); Choir Of The First Hungarian Congregation Ohab Zedek (choir); Herman Wohl (director),"Yossele Rosenblatt (cantor), Edward T. King (organ), Choir Of The First Hungarian Congregation Ohab Zedek (chorus), Herman Wohl (director)",
S4161,16.223,39522-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Hu Elokeinu,,8/6/1914,,1914,"New York, NY",Co E1965,Columbia,"Cantor, Chorus, Organ",Herman Wohl (composer),"Yossele Rosenblatt (cantor), Herman Wohl (composer)",
S4162,16.223,39523-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Es Zemach David,,8/6/1914,,1914,"New York, NY",Co E1933,Columbia,"Cantor, Chorus, Organ",,Yossele Rosenblatt (cantor),
S4163,16.223,39524-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Umipne Chatoenu-Pt. 1,,8/8/1914,,1914,"New York, NY",Co E1932,Columbia,"Cantor, Chorus, Organ",,Yossele Rosenblatt (cantor),
S4164,16.223,39525-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Umipne Chatoenu-Pt. 2,,8/8/1914,,1914,"New York, NY",Co E1932,Columbia,"Cantor, Chorus, Organ",,Yossele Rosenblatt (cantor),
S4165,16.223,37019-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Birchas Cohanim,,,8/1914,1914,"New York, NY",Co E5067 (12''),Columbia,"Cantor, Chorus, Organ",Rosenblatt (composer); Ohab Zedek Choir (choir),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Choir Of The First Hungarian Congregation Ohab Zedek (chorus)",
S4166,16.223,37020,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Ow Horachamim,,,8/1914,1914,"New York, NY",Co E5066 (12''),Columbia,"Cantor, Chorus, Organ",Rosenblatt (composer); Ohab Zedek Choir (choir),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Choir Of The First Hungarian Congregation Ohab Zedek (chorus)",
S4167,16.223,37023-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Ato Yozarto,,,8/1914,1914,"New York, NY",Co E5067 (12''),Columbia,"Cantor, Chorus, Organ",,Yossele Rosenblatt (cantor),
S4168,16.223,39541-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,R'zeih Asirossom,,8/21/1914,,1914,"New York, NY",Co E1933,Columbia,"Cantor, Chorus, Organ",,Yossele Rosenblatt (cantor),
S4169,16.223,37030-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Tikanto Schabos,,8/25/1914,,1914,"New York, NY",Co E5066 (12''),Columbia,"Cantor, Piano",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4170,16.223,39547-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Mekimi Meofor, from Hallel",,8/25/1914,,1914,"New York, NY",Co rej,Columbia,"Cantor, Piano",,Yossele Rosenblatt (cantor),
S4171,16.223,39547-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Mekimi Meofor, from Hallel",,9/10/1914,,1914,"New York, NY",Co E1965,Columbia,"Cantor, Piano",,Yossele Rosenblatt (cantor),
S4172,16.223,43641-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Shoifer Shel Moshiach,,,late 1915,1915,"New York, NY",Co E2699,Columbia,"Cantor, Chorus, Piano",A. Goldfaden (composer),"Yossele Rosenblatt (cantor), Abraham Goldfaden (composer)",
S4173,16.223,43642-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Die Nevial,,,late 1915,1915,"New York, NY",Co E2699,Columbia,"Cantor, Chorus, Piano",Perlmutter & Wohl (composers),"Yossele Rosenblatt (cantor), Arnold Perlmutter (composer), Herman Wohl (composer)",from Horowitz's opera ''Yzias Mezrajum''
S4174,16.223,43643-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Tka B'Shofar, from Shofros",,,late 1915,1915,"New York, NY",Co E2700,Columbia,"Cantor, Chorus, Piano",,Yossele Rosenblatt (cantor),
S4175,16.223,43644-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Uwyom Simchaschem, from Shofros",,,late 1915,1915,"New York, NY",Co E2700,Columbia,"Cantor, Chorus, Piano",,Yossele Rosenblatt (cantor),
S4176,16.223,43663-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Melech, Rachmon",,,late 1915,1915,"New York, NY",Co E2800,Columbia,"Cantor, Chorus, Piano",,Yossele Rosenblatt (cantor),
S4177,16.223,43664-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Ve Korev Besurenu,,,late 1915,1915,"New York, NY",Co E2800,Columbia,"Cantor, Chorus, Piano",,Yossele Rosenblatt (cantor),
S4178,16.223,43771-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,W'chol Maaminim,,,3/1916,1916,"New York, NY",Co E2819,Columbia,"Cantor, Chorus, Piano",Wohl (composer),"Yossele Rosenblatt (cantor), Herman Wohl (composer)",
S4179,16.223,43772-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Wehal Iday Ov Horachmin,,,3/1916,1916,"New York, NY",Co E2818,Columbia,"Cantor, Chorus, Piano",,Yossele Rosenblatt (cantor),
S4180,16.223,43773-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Yevonim Chanukah,,,3/1916,1916,"New York, NY",Co E2818,Columbia,"Cantor, Chorus, Piano",Wohl (composer),"Yossele Rosenblatt (cantor), Herman Wohl (composer)",
S4181,16.223,43791-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Lo Sachmoud-Pt. 1 ,,,3/1916,1916,"New York, NY",Co E2900,Columbia,"Cantor, Chorus, Piano",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
