ID Number,"Spottswood Section","Matrix Number (song #, take #)",Normative Artist Name,Artist/Performer as listed,Title of Track,Normative Title Spelling,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first is performer, then alphabetical) ","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S4182,16.223,43792-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Tisgadal Wei Siskadash,,,3/1916,1916,"New York, NY",Co E2819,Columbia,"Cantor, Chorus, Piano",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4183,16.223,43793-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Lo Sachmoud-Pt. 2 ,,,3/1916,1916,"New York, NY",Co E2900,Columbia,"Cantor, Chorus, Piano",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4184,16.223,43797-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Jehi Rozon, from Rosh Chodesh-Pt. 1",,,3/1916,1916,"New York, NY","Co E2853, GR 84 (33)",Columbia,"Cantor, Chorus, Piano",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4185,16.223,43798-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Jehi Rozon, from Rosh Chodesh-Pt. 2",,,3/1916,1916,"New York, NY","Co E2853, GR 84 (33)",Columbia,"Cantor, Chorus, Piano",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4186,16.223,44065-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Omar Rabbi Elosor,,6/1916,,1916,"New York, NY","Co E3034, 8207-F, 8228-F, 8264-F",Columbia,"Cantor, Organ",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4187,16.223,44066-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Wyirushulaim,,6/1916,,1916,"New York, NY","Co E3034, 8207-F, 8228-F, 8264-F",Columbia,"Cantor, Organ",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4188,16.223,44067-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Yehi Rotzon, from Rosh Chodesh- Pt. 1",,6/1916,,1916,"New York, NY","Co E3033, 8210-F, 8224-F, 13122",Columbia,"Cantor, Organ",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4189,16.223,44121-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Yehi Rotzon, from Rosh Chodesh- Pt. 2",,6/1916,,1916,"New York, NY","Co E3033, 8210-F, 8224-F, 13122",Columbia,"Cantor, Organ",Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4190,16.223,44122-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Zadik Rabbi Elosor, from Kinos-Pt. 1",,6/1916,,1916,"New York, NY",Co E3103,Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4191,16.223,44123-2-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Zadik Rabbi Elosor, from Kinos-Pt. 2",,6/1916,,1916,"New York, NY",Co E3103,Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4192,16.223,44871-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Zaroh Chayu V'Koima,,,early 1917,1917,"New York, NY",Co E3278,Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4193,16.223,44872-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Zorea Tzedokos,,,early 1917,1917,"New York, NY",Co E3278,Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4194,16.223,59404-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Zadik Adoshem Behol Drochow, from Slichoth",,,1916-7,1916,"New York, NY",Co E5121 (12''),Columbia,"Cantor, Chorus",,Yossele Rosenblatt (cantor),
S4195,16.223,59405-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Lechu Nranenu, from Slicoth",,,1916-7,1916,"New York, NY",Co E5121 (12''),Columbia,"Cantor, Chorus",,Yossele Rosenblatt (cantor),
S4196,16.223,59435-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,El Molei Rachmim,,,1916-7,1916,"New York, NY","Co E5126, DX217 (12'')",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4197,16.223,59436-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Kol Nidrei,,,1916-7,1916,"New York, NY","Co E5126, DX217 (12'')",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4198,16.223,59454-2-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Eili, Eili",,,1916-7,1916,"New York, NY","Co E5143 (12''), 4428",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4199,16.223,59458-2-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Elegie,,,1916-7,1916,"New York, NY","Co E5143 (12''), 4428",Columbia,Cantor,Massenet (composer),"Yossele Rosenblatt (cantor), Jules Massenet (composer)",for the Jewish war victims
S4200,16.223,59474-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Habein Jakir Li,,,1916-7,1916,"New York, NY","Co E5148, 57043-F (12'')",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4201,16.223,59475-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Meloch Al Kol Hoolom,,,1916-7,1916,"New York, NY","Co E5148, 57043-F (12'')",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4202,16.223,59531-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Yaleh,,,1916-7,1916,"New York, NY","Co E5172 (12''), 3637",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4203,16.223,59532-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Hineny Heony,,,1916-7,1916,"New York, NY","Co E5172 (12''), 3638",Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4204,16.223,59533-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Weaf Hu Hayoh Mischaven,,,1916-7,1916,"New York, NY","Co E5173, 57045-F (12"")",Columbia,Cantor,,Yossele Rosenblatt (cantor),with Samuel Malavsky
S4205,16.223,59534-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Owinu Malkeinu, Galeh",,,1916-7,1916,"New York, NY","Co E5173, 57045-F (12'')",Columbia,Cantor,,Yossele Rosenblatt (cantor),with Samuel Malavsky
S4206,16.223,58852-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,L'el Oirech Dyn,,12/1917,,1917,"New York, NY","Co E3750, 8214-F, 13120, DB408",Columbia,"Cantor, Chorus",,Yossele Rosenblatt (cantor),
S4207,16.223,58853-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,K'vakoras,,12/1917,,1917,"New York, NY","Co E3750, 8214-F, 13120, DB408",Columbia,"Cantor, Chorus",,Yossele Rosenblatt (cantor),
S4208,16.223,58916-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Es Zemach David-Hymn,,12/1917,,1917,"New York, NY",Co E1933,Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4209,16.223,84569-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Soldiers Of Zion-Jewish National March,,7/1918,,1918,"New York, NY",Co E4030,Columbia,"Cantor, Chorus, Orchestra",I.B. Arnstein (composer),"Yossele Rosenblatt (cantor), Ira B. Arnstein (composer)",
S4210,16.223,84570-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Tfiloh L'Milchomeh,,7/1918,,1918,"New York, NY",Co E4030,Columbia,"Cantor, Chorus, Orchestra",,Yossele Rosenblatt (cantor),
S4211,16.223,84595-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Oshamnu Mikol Om,,,8/1918,1918,"New York, NY","Co E4070, 8211-F, 8225-F",Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4212,16.223,84596-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Ruchel Mevakeh Al Boneho,,,8/1918,1918,"New York, NY","Co E4070, 8211-F, 8225-F",Columbia,"Cantor, Organ",,Yossele Rosenblatt (cantor),
S4213,16.223,85304-3-4,"Yossele Rosenblatt, Samuel Malavsky",Cantor Joseph Rosenblatt and Samuel Malavsky,The New Hatikvoh,,7/1919,,1919,"New York, NY",Co E4437,Columbia,"Vocal Duet, Orchestra",,"Yossele Rosenblatt (vocal), Samuel Malavsky (vocal)",
S4214,16.223,85372-2,"Yossele Rosenblatt, Samuel Malavsky",Cantor Joseph Rosenblatt and Samuel Malavsky,Onward Jewish Legion,,7/1919,,1919,"New York, NY",Co E4437,Columbia,"Vocal Duet, Orchestra",,"Yossele Rosenblatt (vocal), Samuel Malavsky (vocal)",
S4215,16.223,59594-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Rachem,,8/1919,,1919,"New York, NY","Co E5198 (12"")",Columbia,Cantor,Mana & Zucca (composers),"Yossele Rosenblatt (cantor), Mana-Zucca (composer)",
S4216,16.223,59595-2-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Shivisi (Der Kaleh's Chulem),,8/1919,,1919,"New York, NY",Co E5198 (12''),Columbia,Cantor,,Yossele Rosenblatt (cantor),
S4217,16.223,C 24284-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Elo Kolay Neshomo (O My God, The Soul Which Thou Hast Set Within Me Is Not Pure) (Jehovah)",,9/17/1920,,1920,"New York, NY","Vi 55125, HMV L586 (12'')","Victor, His Master's Voice","Cantor, Cello, Flute, Organ",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4218,16.223,C 24285-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Shomer Israel (The Guardian Of Israel),,9/17/1920,,1920,"New York, NY","Vi 55i25, HMV L586 (12'')","Victor, His Master's Voice","Cantor, Cello, Flute, Organ",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4219,16.223,B 24526-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Achenu Kol Beth Israel (Our Brother Israel)- Pt.1,,10/15/1920,,1920,"New York, NY",Vi 45204,Victor,"Cantor, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4220,16.223,B 24527-4,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Achenu Kol Beth Israel (Our Brother Israel)- Pt.2,,10/15/1920,,1920,"New York, NY",Vi rej,Victor,"Cantor, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4221,16.223,B 24527-4,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Achenu Kol Beth Israel (Our Brother Israel)- Pt. 2 ,,11/4/1920,,1920,"New York, NY",Vi 45204,Victor,"Cantor, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4222,16.223,B 24561-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Umipnu Chatuenu (Because Of Our Sins)- Pt. 1,,11/4/1920,,1920,"New York, NY",Vi 45242,Victor,"Cantor, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4223,16.223,B 24831-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Umipnu Chatuenu (Because Of Our Sins)- Pt. 2,,1/31/1921,,1921,"New York, NY",Vi 45242,Victor,"Cantor, Organ",Nathaniel Shilkret (organ),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (organ)",
S4224,16.223,B 25407-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Habet Mishomaim (Look Down From Heaven)-Pt. 1 ,,5/20/1921,,1921,"New York, NY",Vi rej,Victor,"Cantor, Cornet, Flute, Organ, Viola, Violin",J. Rosenblatt (composer); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Nathaniel Shilkret (director)",
S4225,16.223,B 25408-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Habet Mishomaim (Look Down From Heaven)-Pt. 2,,5/20/1921,,1921,"New York, NY",Vi rej,Victor,"Cantor, Cornet, Flute, Organ, Viola, Violin",J. Rosenblatt (composer); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Nathaniel Shilkret (director)",
S4226,16.223,C 25407-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Habet Mishomaim (Look Down From Heaven)-Pt. 1,,6/6/1921,,1921,"New York, NY",Vi 55139 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin",J. Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4227,16.223,C 25408-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Habet Mishomaim (Look Down From Heaven)-Pt. 2,,6/6/1921,,1921,"New York, NY",Vi 55139 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin",J. Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4228,16.223,C 25429-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Yishtabach,,6/6/1921,,1921,"New York, NY",Vi rej (12''),Victor,"Cantor, Flute, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4229,16.223,C 25429-4,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Yishtabach,,9/12/1921,,1921,"New York, NY",Vi 55152 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4230,16.223,C 25607-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Der Neuer Omar Rabbi Elosor (The New Rabbi Elosor) (Friday Evening Prayer),,9/15/1921,,1921,"New York, NY","Vi 55142 (12''), VIC-1685 (33)",Victor,"Cantor, Flute, Organ, Viola, Violin",Joseph Rosenblatt (composer); Nathaniel Shilkret (arranger),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Nathaniel Shilkret (arranger)",
S4231,16.223,C 25608-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Tikanto Schabos (Thou Didst Institute The Sabbath) (Saturday Prayer),,9/15/1921,,1921,"New York, NY","Vi 55142 (12''), VIC-1685 (33)",Victor,"Cantor, Flute, Organ, Viola, Violin",Joseph Rosenblatt (composer),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer)",
S4232,16.223,C 25807-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,We Af Hu Boyu Mis' Chaven (The High Priests Await The Coming Of God),,11/16/1921,,1921,"New York, NY",Vi 55163 (12''),Victor,"Cantor, Organ, Viola, Violin",Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (director)","with Leivi Rosenblatt, R. Kazmirsky"
S4233,16.223,C 25808-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Ovinu Malkeinu (God Is King),,11/16/1921,,1921,"New York, NY",Vi 55163 (12''),Victor,"Cantor, Organ, Viola, Violin",Nathaniel Shilkret (director); Joseph Rosenblatt (arranger),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (director), Yossele Rosenblatt (arranger)",
S4234,16.223,C 26020-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Adoshem Moloch Geus (God Is Ruler),,1/9/1922,,1922,"New York, NY",Vi 55152 (12''),Victor,"Cantor, Baritone Horn, 3 Cornet, Double Bass, Flute, Trombone",Joseph Rosenblatt (composer); Nathaniel Shilkret (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (composer), Nathaniel Shilkret (arranger), Nathaniel Shilkret (director)",
S4235,16.223,C 26291-3 ,Yossele Rosenblatt,Cantor Joseph Rosenblatt,W'chol Maaminim (God Is King Of All),,4/7/1922,,1922,"New York, NY","Vi 55164(12''), GR 44(33,8T,C)",Victor,"Cantor, Flute, Organ, Viola",Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (director)",
S4236,16.223,C 26292-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Elokay Ad Schelo Nozarti (O God, I Was Created By Thee)",,4/7/1922,,1922,"New York, NY","Vi 55164(12''), GR 44(33,8T,C)",Victor,"Cantor, Bassoon, Cornet, Double Bass, Flute, Organ, Viola",Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (director)",
S4237,16.223,C 27127-4,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Eili, Eili (Father, Why Hast Thou Forsaken Me?)",,11/8/1922,,1922,"New York, NY",Vi rej (12''),Victor,"Cantor, Bassoon, Cornet, Double Bass, Flute, Organ, Viola, Violin",Sandler (composer); Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Peretz Sandler (composer), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4238,16.223,C 27127-6,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Eili, Eili (Father, Why Hast Thou Forsaken Me?)",,12/18/1922,,1922,"New York, NY",Vi rej (12''),Victor,"Cantor, Cello, Flute, Organ, Viola, Violin",Sandler (composer); Nathaniel Shilkret (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Peretz Sandler (composer), Nathaniel Shilkret (arranger), Nathaniel Shilkret (director)",
S4239,16.223,C 27245-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Die Neuer ''Kol Nidre'',,12/19/1922,,1922,"New York, NY",Vi rej (12''),Victor,"Cantor, Chorus, Orchestra",M. Heller (ten); R. Kazmirsky (bar); Hyman Corenfeld (bs); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), M. Heller (tenor), R. Kazmirsky (baritone), Hyman Corenfeld (bass), Nathaniel Shilkret (director)",
S4240,16.223,C 27410-2,"Yossele Rosenblatt, Meilach Kaufman     ",Cantor Joseph Rosenblatt-Cantor Meilach Kaufman,Tal-For Pesach (New Passover Song)- Pt. 1,,1/17/1923,,1923,"New York, NY","Vi 55195, 38-1021 (12''), 453-5002(45), VIC-1685 (33), WST-1600 (33)",Victor,"Vocal Duet, Cello, Flute, Organ, Viola, Violin",Joseph Rosenblatt (composer); Nathaniel Shilkret (director),"Yossele Rosenblatt (vocal), Meilach Kaufman (vocal), Yossele Rosenblatt (composer), Nathaniel Shilkret (director)",
S4241,16.223,C 27482-2,"Yossele Rosenblatt, Meilach Kaufman     ",Cantor Joseph Rosenblatt-Cantor Meilach Kaufman,Tal-For Pesach (New Passover Song)- Pt. 2,,2/13/1923,,1923,"New York, NY","Vi 55195, 38-1021 (12''), 453-5002 (45), VIC-1685 (33), WST-1600 (33)",Victor,"Vocal Duet, Cello, Flute, Organ, Viola, Violin",Joseph Rosenblatt (composer); Nathaniel Shilkret (director),"Yossele Rosenblatt (vocal), Meilach Kaufman (vocal), Yossele Rosenblatt (composer), Nathaniel Shilkret (director)",
S4242,16.223,C 27127-8,Yossele Rosenblatt,Cantor Joseph Rosenblatt,"Eili, Eili (Father, Why Hast Thou Forsaken Me?)",,4/4/1923,,1923,"New York, NY","Vi 55197 (12''), VIC-1685 (33)",Victor,"Cantor, Cello, Flute, Organ, Viola, Violin",Sandler (composer); Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Peretz Sandler (composer), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4243,16.223,C 27863-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Die Neuer ''Kol Nidre'',,4/4/1923,,1923,"New York, NY","Vi 55197 (12''), VIC-1685 (33)",Victor,"Cantor, Cello, Flute, Organ, Viola, Violin",Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4244,16.223,C 27887-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Geshem (Prayer For Rain) (Benshem)- Pt. 1,,5/8/1923,,1923,"New York, NY",Vi 55199 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin",Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4245,16.223,C 27888-3,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Geshem (Prayer For Rain) (Benshem)- Pt. 2,,5/8/1923,,1923,"New York, NY",Vi 55199 (12''),Victor,"Cantor, Flute, Organ, Viola, Violin",Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4246,16.223,C 28775-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Rachem Noo (Have Mercy) (Prayer Of Blessing No. 2) (Gewidmet Dem Judeschen Folk)- Pt. 1,,10/25/1923,,1923,"New York, NY","Vi 55201, 38-1020, 453-5001 (45), WST-1600 (33), HMV W740 (12'')","Victor, His Master's Voice","Cantor, Cello, Clarinet, Flute, Organ, Violin",Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4247,16.223,C 28776-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Rachem Noo (Have Mercy) (Prayer Of Blessing No. 2) (Gewidmet Dem Judeschen Folk)- Pt. 2,,10/25/1923,,1923,"New York, NY","Vi 55201, 38-1020, 453-5002 (45), WST-1600 (33), HMV W740 (12"")","Victor, His Master's Voice","Cantor, Cello, Clarinet, Flute, Organ, Violin",Joseph Rosenblatt (arranger); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Yossele Rosenblatt (arranger), Nathaniel Shilkret (director)",
S4248,16.223,C 29329-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Yehi Rotzon Milifne Ovinu (It Shall Be The Will Of God)-Pt. 1,,1/18/1924,,1924,"New York, NY","Vi 55220 (12''), 453-5003 (45), GR 36 (33,8T,C)",Victor,"Cantor, Cello, Clarinet, Flute, Organ, Violin",Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (director)",
S4249,16.223,C 29362-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Yehi Rotzon Milifne Ovinu (It Shall Be The Will Of God)-Pt. 2,,1/29/1924,,1924,"New York, NY","Vi 55220(12''), 453-5003 (45), GR 36 (33,8T,C)",Victor,"vln, fl, cl, p, org, cantor",Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Nathaniel Shilkret (director)",
S4250,16.223,C 29780-1,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Pastuchel,,4/9/1924,,1924,"New York, NY","Vi 55228( 12"")",Victor,"p, unk c, vln, fl, o, bsn, bbs, cantor",M. Posner & Nat Shilkret (arrangers); ,"Yossele Rosenblatt (cantor), Meyer Posner (arranger), Nathaniel Shilkret (arranger)",
S4251,16.223,C 29781-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Shoifer Shel Moshiach,,4/9/1924,,1924,"New York, NY",Vi rej (12''),Victor,"Cantor, Organ",A. Goldfadden (composer); Nathaniel Shilkret (organ),"Yossele Rosenblatt (cantor), Abraham Goldfaden (composer), Nathaniel Shilkret (organ)",
S4252,16.223,B 30057-2,Yossele Rosenblatt,Cantor Joseph Rosenblatt,Schlof In Sisser Ruh,,5/9/1924,,1924,"Camden, NJ","Vi 45425, Cam CAL597 (33)",Victor,"Cantor, Orchestra",Solomon Golub & Joseph Rosenblatt (composers); Nathaniel Shilkret (director),"Yossele Rosenblatt (cantor), Solomon Golub (composer), Yossele Rosenblatt(composer), Nathaniel Shilkret (director)",
