"sponsorID","trackID","recordFormat","recordNumber"
"SPR1190","R58","Cassette tape","-"
"SPR1190","R59","Cassette tape","-"
"SPR1190","R60","Cassette tape","-"
"SPR1190","R61","Cassette tape","-"
"SPR1191","R3030","33 1/3 RPM - 12""","-"
"SPR1192","R15384","33 1/3 RPM - 10""","-"
"SPR1193","R5378","33 1/3 RPM - 12""","-"
"SPR1194","R13367","78 RPM - 10""","-"
"SPR1194","R2320","78 RPM - 10""","-"
"SPR1194","R6995","78 RPM - 10""","-"
"SPR1195","R14204","33 1/3 RPM - 12""","-"
"SPR1196","R14210","CD","-"
"SPR1197","R11378","33 1/3 RPM - 7""","-"
"SPR1197","R12284","33 1/3 RPM - 7""","-"
"SPR1198","R8563","33 1/3 RPM - 12""","-"
"SPR1199","R6406","33 1/3 RPM - 12""","-"
"SPR1199","R8355","33 1/3 RPM - 12""","-"
"SPR1199","R9693","33 1/3 RPM - 10""","-"
"SPR12","R7150","45 RPM","-"
"SPR120","R115","33 1/3 RPM - 12""","-"
"SPR1201","R1308","33 1/3 RPM - 12""","-"
"SPR1202","R10001","33 1/3 RPM - 12""","-"
"SPR1203","R10285","33 1/3 RPM - 12""","-"
"SPR1203","R10286","Cassette tape","-"
"SPR1204","R13209","33 1/3 RPM - 12""","-"
"SPR1205","R14957","33 1/3 RPM - 12""","-"
"SPR1205","R4613","33 1/3 RPM - 12""","-"
"SPR1206","R13016","33 1/3 RPM - 12""","-"
"SPR1207","R3135","CD","-"
"SPR1208","R13783","CD","-"
"SPR1208","R5403","CD","-"
"SPR1209","R6115","45 RPM","-"
"SPR1209","R6435","33 1/3 RPM - 12""","-"
"SPR121","R11861","8-track tape","-"
"SPR1210","R4373","33 1/3 RPM - 12""","-"
"SPR1211","R10042","33 1/3 RPM - 12""","-"
"SPR1211","R10094","33 1/3 RPM - 12""","-"
"SPR1211","R10488","33 1/3 RPM - 10""","-"
"SPR1211","R11172","33 1/3 RPM - 12""","-"
"SPR1211","R11285","33 1/3 RPM - 12""","-"
"SPR1211","R13463","33 1/3 RPM - 12""","-"
"SPR1211","R14218","33 1/3 RPM - 12""","-"
"SPR1211","R1508","33 1/3 RPM - 12""","-"
"SPR1211","R1567","33 1/3 RPM - 12""","-"
"SPR1211","R1568","33 1/3 RPM - 12""","-"
"SPR1211","R1569","33 1/3 RPM - 10""","-"
"SPR1211","R282","78 RPM - 10""","-"
"SPR1211","R3571","33 1/3 RPM - 10""","-"
"SPR1211","R3681","33 1/3 RPM - 12""","-"
"SPR1211","R5458","33 1/3 RPM - 12""","-"
"SPR1211","R5896","78 RPM - 10""","-"
"SPR1211","R6049","33 1/3 RPM - 10""","-"
"SPR1211","R6167","33 1/3 RPM - 12""","-"
"SPR1211","R6344","33 1/3 RPM - 12""","-"
"SPR1211","R7730","33 1/3 RPM - 12""","-"
"SPR1211","R805","78 RPM - 10""","-"
"SPR1211","R8723","33 1/3 RPM - 10""","-"
"SPR1211","R908","33 1/3 RPM - 12""","-"
"SPR1211","R9552","33 1/3 RPM - 12""","-"
"SPR1212","R10139","33 1/3 RPM - 12""","-"
"SPR1212","R10319","33 1/3 RPM - 10""","-"
"SPR1212","R10427","33 1/3 RPM - 12""","-"
"SPR1212","R10428","33 1/3 RPM - 12""","-"
"SPR1212","R10429","78 RPM - 12""","-"
"SPR1212","R10430","78 RPM - 12""","-"
"SPR1212","R10431","78 RPM - 12""","-"
"SPR1212","R10432","78 RPM - 12""","-"
"SPR1212","R10433","78 RPM - 12""","-"
"SPR1212","R10434","78 RPM - 12""","-"
"SPR1212","R10524","33 1/3 RPM - 12""","-"
"SPR1212","R10525","33 1/3 RPM - 12""","-"
"SPR1212","R10553","CD","-"
"SPR1212","R10561","Cassette tape","-"
"SPR1212","R1103","33 1/3 RPM - 12""","-"
"SPR1212","R11573","33 1/3 RPM - 12""","-"
"SPR1212","R11637","33 1/3 RPM - 12""","-"
"SPR1212","R11660","33 1/3 RPM - 12""","-"
"SPR1212","R11959","8-track tape","-"
"SPR1212","R11960","33 1/3 RPM - 12""","-"
"SPR1212","R12815","33 1/3 RPM - 12""","-"
"SPR1212","R12816","33 1/3 RPM - 12""","-"
"SPR1212","R13037","33 1/3 RPM - 12""","-"
"SPR1212","R14695","33 1/3 RPM - 12""","-"
"SPR1212","R14878","78 RPM - 10""","-"
"SPR1212","R15015","78 RPM - 10""","-"
"SPR1212","R1549","33 1/3 RPM - 12""","-"
"SPR1212","R1550","33 1/3 RPM - 12""","-"
"SPR1212","R1855","33 1/3 RPM - 12""","-"
"SPR1212","R271","33 1/3 RPM - 10""","-"
"SPR1212","R345","78 RPM - 10""","-"
"SPR1212","R3644","78 RPM - 10""","-"
"SPR1212","R3655","78 RPM - 10""","-"
"SPR1212","R3822","33 1/3 RPM - 12""","-"
"SPR1212","R4044","33 1/3 RPM - 12""","-"
"SPR1212","R460","33 1/3 RPM - 10""","-"
"SPR1212","R5083","33 1/3 RPM - 12""","-"
"SPR1212","R5445","33 1/3 RPM - 12""","-"
"SPR1212","R549","33 1/3 RPM - 12""","-"
"SPR1212","R5844","33 1/3 RPM - 12""","-"
"SPR1212","R6127","33 1/3 RPM - 12""","-"
"SPR1212","R6129","33 1/3 RPM - 12""","-"
"SPR1212","R6173","33 1/3 RPM - 12""","-"
"SPR1212","R6491","33 1/3 RPM - 12""","-"
"SPR1212","R6855","78 RPM - 10""","-"
"SPR1212","R7005","78 RPM - 10""","-"
"SPR1212","R7106","78 RPM - 10""","-"
"SPR1212","R7257","CD","-"
"SPR1212","R7281","33 1/3 RPM - 12""","-"
"SPR1212","R7282","33 1/3 RPM - 12""","-"
"SPR1212","R7436","78 RPM - 10""","-"
"SPR1212","R8418","33 1/3 RPM - 12""","-"
"SPR1212","R8706","33 1/3 RPM - 12""","-"
"SPR1212","R8707","33 1/3 RPM - 12""","-"
"SPR1212","R8717","8-track tape","-"
"SPR1212","R8719","33 1/3 RPM - 12""","-"
"SPR1212","R8720","33 1/3 RPM - 12""","-"
"SPR1212","R9329","33 1/3 RPM - 12""","-"
"SPR1212","R9330","33 1/3 RPM - 12""","-"
"SPR1212","R9750","33 1/3 RPM - 12""","-"
"SPR1213","R5162","33 1/3 RPM - 10""","-"
"SPR1214","R1102","33 1/3 RPM - 12""","-"
"SPR1214","R15155","33 1/3 RPM - 12""","-"
"SPR1214","R15156","33 1/3 RPM - 12""","-"
"SPR1214","R2502","33 1/3 RPM - 12""","-"
"SPR1214","R4704","33 1/3 RPM - 12""","-"
"SPR1215","R11961","33 1/3 RPM - 12""","-"
"SPR1216","R5076","45 RPM","-"
"SPR1216","R8658","33 1/3 RPM - 12""","-"
"SPR1216","R8893","33 1/3 RPM - 12""","-"
"SPR1216","R8959","33 1/3 RPM - 12""","-"
"SPR1217","R5087","33 1/3 RPM - 12""","-"
"SPR1218","R11600","CD","-"
"SPR1218","R14144","CD","-"
"SPR1218","R2452","CD","-"
"SPR1218","R9026","CD","-"
"SPR1219","R12724","Cassette tape","-"
"SPR1219","R12725","Cassette tape","-"
"SPR1219","R12726","Cassette tape","-"
"SPR1219","R12727","Cassette tape","-"
"SPR1219","R12728","Cassette tape","-"
"SPR122","R10439","33 1/3 RPM - 12""","-"
"SPR122","R1072","33 1/3 RPM - 12""","-"
"SPR1220","R2921","33 1/3 RPM - 10""","-"
"SPR1221","M215","-","-"
"SPR1222","R14153","33 1/3 RPM - 12""","-"
"SPR1224","R8592","33 1/3 RPM - 12""","-"
"SPR1226","R6757","33 1/3 RPM - 12""","-"
"SPR1227","R6013","Cassette tape","-"
"SPR1227","R6014","33 1/3 RPM - 12""","-"
"SPR1228","R6636","33 1/3 RPM - 12""","-"
"SPR1228","R6637","33 1/3 RPM - 12""","-"
"SPR1229","M30","-","-"
"SPR123","R12350","33 1/3 RPM - 12""","-"
"SPR123","R12351","33 1/3 RPM - 12""","-"
"SPR123","R12352","33 1/3 RPM - 12""","-"
"SPR1230","R11424","33 1/3 RPM - 12""","-"
"SPR1231","R8783","33 1/3 RPM - 12""","-"
"SPR1232","S2472","-","Lyric 837"
"SPR1232","S2473","-","Lyric 837"
"SPR1232","S878","-","Lyric 841"
"SPR1232","S879","-","Lyric 841"
"SPR1233","R13213","33 1/3 RPM - 12""","-"
"SPR1234","R13175","33 1/3 RPM - 12""","-"
"SPR1234","R4273","33 1/3 RPM - 12""","-"
"SPR1234","R8275","33 1/3 RPM - 12""","-"
"SPR1235","R1614","33 1/3 RPM - 12""","-"
"SPR1236","R3385","45 RPM","-"
"SPR1237","R15335","33 1/3 RPM - 12""","-"
"SPR1238","R14065","Cassette tape","-"
"SPR124","R5518","33 1/3 RPM - 12""","-"
"SPR1240","R9311","Cassette tape","-"
"SPR1246","R6520","33 1/3 RPM - 12""","-"
"SPR1247","R1264","Cassette tape","-"
"SPR1248","R6859","33 1/3 RPM - 12""","-"
"SPR1249","R8649","Cassette tape","-"
"SPR125","R12922","33 1/3 RPM - 12""","-"
"SPR1250","R8614","Cassette tape","-"
"SPR1251","R13787","CD","-"
"SPR1252","R4998","Cassette tape","-"
"SPR1252","R6760","Cassette tape","-"
"SPR1252","R6761","Cassette tape","-"
"SPR1252","R6762","Cassette tape","-"
"SPR1252","R7039","Cassette tape","-"
"SPR1253","R1580","33 1/3 RPM - 10""","-"
"SPR1254","M727","-","-"
"SPR1255","R2419","33 1/3 RPM - 12""","-"
"SPR1255","R2421","33 1/3 RPM - 12""","-"
"SPR1255","R6201","33 1/3 RPM - 12""","-"
"SPR1255","R6202","33 1/3 RPM - 12""","-"
"SPR1255","R6639","33 1/3 RPM - 12""","-"
"SPR1255","R6641","33 1/3 RPM - 12""","-"
"SPR1255","R6681","33 1/3 RPM - 12""","-"
"SPR1255","R6682","33 1/3 RPM - 12""","-"
"SPR1256","R842","Cassette tape","-"
"SPR1257","R11126","33 1/3 RPM - 12""","-"
"SPR1257","R13156","33 1/3 RPM - 12""","-"
"SPR1257","R3383","45 RPM","-"
"SPR1257","R6722","45 RPM","-"
"SPR1257","R7224","33 1/3 RPM - 12""","-"
"SPR1257","R7383","33 1/3 RPM - 12""","-"
"SPR1258","R5885","33 1/3 RPM - 12""","-"
"SPR1259","R2032","8-track tape","-"
"SPR1259","R2033","33 1/3 RPM - 12""","-"
"SPR1259","R5025","8-track tape","-"
"SPR1259","R5026","33 1/3 RPM - 12""","-"
"SPR1259","R5028","Cassette tape","-"
"SPR1259","R8324","Cassette tape","-"
"SPR1259","R8610","33 1/3 RPM - 12""","-"
"SPR1259","R8616","33 1/3 RPM - 12""","-"
"SPR1259","R8618","8-track tape","-"
"SPR1259","R8619","33 1/3 RPM - 12""","-"
"SPR1259","R9826","Cassette tape","-"
"SPR126","R11630","33 1/3 RPM - 12""","-"
"SPR126","R11912","33 1/3 RPM - 12""","-"
"SPR126","R12233","33 1/3 RPM - 12""","-"
"SPR126","R13068","33 1/3 RPM - 12""","-"
"SPR126","R14021","33 1/3 RPM - 12""","-"
"SPR126","R14182","33 1/3 RPM - 12""","-"
"SPR126","R14191","33 1/3 RPM - 12""","-"
"SPR126","R14193","33 1/3 RPM - 12""","-"
"SPR126","R14195","33 1/3 RPM - 12""","-"
"SPR126","R1504","33 1/3 RPM - 12""","-"
"SPR126","R1606","Cassette tape","-"
"SPR126","R1708","33 1/3 RPM - 12""","-"
"SPR126","R1808","33 1/3 RPM - 12""","-"
"SPR126","R1809","33 1/3 RPM - 12""","-"
"SPR126","R1810","33 1/3 RPM - 12""","-"
"SPR126","R2285","33 1/3 RPM - 12""","-"
"SPR126","R3524","33 1/3 RPM - 12""","-"
"SPR126","R3729","33 1/3 RPM - 12""","-"
"SPR126","R3730","33 1/3 RPM - 12""","-"
"SPR126","R3789","33 1/3 RPM - 12""","-"
"SPR126","R3821","33 1/3 RPM - 12""","-"
"SPR126","R4593","33 1/3 RPM - 12""","-"
"SPR126","R4925","33 1/3 RPM - 10""","-"
"SPR126","R5947","CD","-"
"SPR126","R5948","Cassette tape","-"
"SPR126","R6099","33 1/3 RPM - 12""","-"
"SPR126","R6101","33 1/3 RPM - 12""","-"
"SPR126","R6276","33 1/3 RPM - 12""","-"
"SPR126","R7217","33 1/3 RPM - 12""","-"
"SPR126","R7317","33 1/3 RPM - 12""","-"
"SPR126","R7675","CD","-"
"SPR126","R7676","Cassette tape","-"
"SPR126","R8243","33 1/3 RPM - 12""","-"
"SPR126","R8780","Cassette tape","-"
"SPR126","R8781","33 1/3 RPM - 12""","-"
"SPR126","R9523","33 1/3 RPM - 12""","-"
"SPR126","R9524","33 1/3 RPM - 12""","-"
"SPR126","R9659","Cassette tape","-"
"SPR126","R9748","33 1/3 RPM - 12""","-"
"SPR126","R9867","33 1/3 RPM - 12""","-"
"SPR126","R9868","33 1/3 RPM - 12""","-"
"SPR1260","R12133","33 1/3 RPM - 12""","-"
"SPR1260","R4178","33 1/3 RPM - 12""","-"
"SPR1261","R9469","33 1/3 RPM - 12""","-"
"SPR1262","R11858","33 1/3 RPM - 12""","-"
"SPR1262","R11860","33 1/3 RPM - 12""","-"
"SPR1263","R2930","78 RPM - 10""","-"
"SPR1263","R2982","78 RPM - 10""","-"
"SPR1263","R2985","78 RPM - 10""","-"
"SPR1263","R7844","78 RPM - 10""","-"
"SPR1264","R13018","33 1/3 RPM - 12""","-"
"SPR1265","R1144","78 RPM - 10""","-"
"SPR1265","R13508","78 RPM - 12""","-"
"SPR1265","R13509","78 RPM - 12""","-"
"SPR1265","R13510","78 RPM - 12""","-"
"SPR1265","R692","78 RPM - 10""","-"
"SPR1266","R167","CD","-"
"SPR1267","R1002","33 1/3 RPM - 12""","-"
"SPR1267","R10199","78 RPM - 10""","-"
"SPR1267","R10338","45 RPM","-"
"SPR1267","R10444","33 1/3 RPM - 10""","-"
"SPR1267","R11226","33 1/3 RPM - 12""","-"
"SPR1267","R11227","78 RPM - 10""","-"
"SPR1267","R11280","33 1/3 RPM - 12""","-"
"SPR1267","R11728","33 1/3 RPM - 10""","-"
"SPR1267","R11729","33 1/3 RPM - 10""","-"
"SPR1267","R12274","45 RPM","-"
"SPR1267","R12338","33 1/3 RPM - 12""","-"
"SPR1267","R12339","33 1/3 RPM - 12""","-"
"SPR1267","R126","33 1/3 RPM - 12""","-"
"SPR1267","R1302","78 RPM - 10""","-"
"SPR1267","R13135","33 1/3 RPM - 12""","-"
"SPR1267","R13302","33 1/3 RPM - 12""","-"
"SPR1267","R13541","33 1/3 RPM - 12""","-"
"SPR1267","R13716","33 1/3 RPM - 12""","-"
"SPR1267","R13786","33 1/3 RPM - 12""","-"
"SPR1267","R14028","33 1/3 RPM - 12""","-"
"SPR1267","R15096","33 1/3 RPM - 12""","-"
"SPR1267","R15098","33 1/3 RPM - 12""","-"
"SPR1267","R15193","33 1/3 RPM - 10""","-"
"SPR1267","R15241","33 1/3 RPM - 10""","-"
"SPR1267","R15242","33 1/3 RPM - 10""","-"
"SPR1267","R15278","33 1/3 RPM - 12""","-"
"SPR1267","R15363","33 1/3 RPM - 10""","-"
"SPR1267","R15476","33 1/3 RPM - 12""","-"
"SPR1267","R15521","33 1/3 RPM - 12""","-"
"SPR1267","R1677","45 RPM","-"
"SPR1267","R172","33 1/3 RPM - 12""","-"
"SPR1267","R1729","33 1/3 RPM - 10""","-"
"SPR1267","R1880","33 1/3 RPM - 12""","-"
"SPR1267","R1946","33 1/3 RPM - 10""","-"
"SPR1267","R25","33 1/3 RPM - 12""","-"
"SPR1267","R2600","33 1/3 RPM - 10""","-"
"SPR1267","R2603","33 1/3 RPM - 10""","-"
"SPR1267","R2612","33 1/3 RPM - 10""","-"
"SPR1267","R2614","33 1/3 RPM - 10""","-"
"SPR1267","R2615","33 1/3 RPM - 10""","-"
"SPR1267","R2616","33 1/3 RPM - 10""","-"
"SPR1267","R2617","45 RPM","-"
"SPR1267","R3077","33 1/3 RPM - 10""","-"
"SPR1267","R320","33 1/3 RPM - 12""","-"
"SPR1267","R3244","33 1/3 RPM - 12""","-"
"SPR1267","R3263","33 1/3 RPM - 12""","-"
"SPR1267","R3264","Cassette tape","-"
"SPR1267","R3416","45 RPM","-"
"SPR1267","R3446","33 1/3 RPM - 12""","-"
"SPR1267","R3460","33 1/3 RPM - 12""","-"
"SPR1267","R3592","33 1/3 RPM - 12""","-"
"SPR1267","R3682","78 RPM - 10""","-"
"SPR1267","R4139","33 1/3 RPM - 10""","-"
"SPR1267","R4140","33 1/3 RPM - 10""","-"
"SPR1267","R4141","33 1/3 RPM - 10""","-"
"SPR1267","R4142","33 1/3 RPM - 10""","-"
"SPR1267","R4174","33 1/3 RPM - 10""","-"
"SPR1267","R4511","33 1/3 RPM - 12""","-"
"SPR1267","R4843","78 RPM - 10""","-"
"SPR1267","R4921","33 1/3 RPM - 12""","-"
"SPR1267","R4935","33 1/3 RPM - 10""","-"
"SPR1267","R5095","33 1/3 RPM - 12""","-"
"SPR1267","R5123","33 1/3 RPM - 12""","-"
"SPR1267","R5205","33 1/3 RPM - 10""","-"
"SPR1267","R5206","33 1/3 RPM - 12""","-"
"SPR1267","R5498","33 1/3 RPM - 12""","-"
"SPR1267","R6079","33 1/3 RPM - 12""","-"
"SPR1267","R6083","33 1/3 RPM - 12""","-"
"SPR1267","R6249","33 1/3 RPM - 10""","-"
"SPR1267","R6251","33 1/3 RPM - 12""","-"
"SPR1267","R6275","33 1/3 RPM - 10""","-"
"SPR1267","R6277","33 1/3 RPM - 10""","-"
"SPR1267","R6462","33 1/3 RPM - 12""","-"
"SPR1267","R674","78 RPM - 10""","-"
"SPR1267","R69","33 1/3 RPM - 12""","-"
"SPR1267","R7035","33 1/3 RPM - 10""","-"
"SPR1267","R7277","33 1/3 RPM - 12""","-"
"SPR1267","R7324","33 1/3 RPM - 12""","-"
"SPR1267","R7325","33 1/3 RPM - 12""","-"
"SPR1267","R7342","33 1/3 RPM - 12""","-"
"SPR1267","R735","33 1/3 RPM - 10""","-"
"SPR1267","R796","78 RPM - 10""","-"
"SPR1267","R8002","33 1/3 RPM - 12""","-"
"SPR1267","R8004","33 1/3 RPM - 10""","-"
"SPR1267","R8005","33 1/3 RPM - 12""","-"
"SPR1267","R8006","33 1/3 RPM - 10""","-"
"SPR1267","R8036","33 1/3 RPM - 12""","-"
"SPR1267","R8119","33 1/3 RPM - 12""","-"
"SPR1267","R8203","33 1/3 RPM - 10""","-"
"SPR1267","R953","78 RPM - 10""","-"
"SPR1267","R9704","33 1/3 RPM - 12""","-"
"SPR1267","R9786","33 1/3 RPM - 10""","-"
"SPR1267","R9805","33 1/3 RPM - 10""","-"
"SPR1268","R13800","33 1/3 RPM - 12""","-"
"SPR1268","R4212","33 1/3 RPM - 12""","-"
"SPR1268","R5024","33 1/3 RPM - 12""","-"
"SPR1268","R9914","33 1/3 RPM - 10""","-"
"SPR1269","R11474","33 1/3 RPM - 12""","-"
"SPR1269","R11707","33 1/3 RPM - 12""","-"
"SPR1269","R11713","Cassette tape","-"
"SPR1269","R2169","33 1/3 RPM - 12""","-"
"SPR1269","R2174","33 1/3 RPM - 12""","-"
"SPR1269","R2176","33 1/3 RPM - 12""","-"
"SPR1269","R2513","33 1/3 RPM - 12""","-"
"SPR1269","R2515","Cassette tape","-"
"SPR1269","R2516","8-track tape","-"
"SPR1269","R5145","33 1/3 RPM - 12""","-"
"SPR1269","R5146","33 1/3 RPM - 12""","-"
"SPR1269","R9432","33 1/3 RPM - 12""","-"
"SPR127","R11732","33 1/3 RPM - 12""","-"
"SPR1270","R11705","Cassette tape","-"
"SPR1270","R14000","33 1/3 RPM - 12""","-"
"SPR1271","R7234","33 1/3 RPM - 12""","-"
"SPR1272","R10487","78 RPM - 10""","-"
"SPR1273","R3224","78 RPM - 10""","-"
"SPR1274","R5588","33 1/3 RPM - 12""","-"
"SPR1275","R5826","33 1/3 RPM - 12""","-"
"SPR1276","R10779","33 1/3 RPM - 12""","-"
"SPR1276","R10780","33 1/3 RPM - 12""","-"
"SPR1277","R14984","CD","-"
"SPR1277","R401","CD","-"
"SPR1277","R402","Cassette tape","-"
"SPR1278","R926","Cassette tape","-"
"SPR1279","R4968","33 1/3 RPM - 12""","-"
"SPR128","R12160","45 RPM","-"
"SPR1280","R12164","33 1/3 RPM - 10""","-"
"SPR1280","R4050","33 1/3 RPM - 12""","-"
"SPR1281","R12760","33 1/3 RPM - 12""","-"
"SPR1282","R1186","33 1/3 RPM - 12""","-"
"SPR1282","R1187","33 1/3 RPM - 12""","-"
"SPR1282","R12296","33 1/3 RPM - 12""","-"
"SPR1282","R3560","33 1/3 RPM - 12""","-"
"SPR1282","R3561","33 1/3 RPM - 12""","-"
"SPR1282","R3562","33 1/3 RPM - 12""","-"
"SPR1282","R3563","33 1/3 RPM - 12""","-"
"SPR1284","R15386","Cassette tape","-"
"SPR1285","R12242","33 1/3 RPM - 12""","-"
"SPR1286","R10116","CD","-"
"SPR1287","M563","-","-"
"SPR1288","M755","-","-"
"SPR1289","R673","33 1/3 RPM - 12""","-"
"SPR129","R8705","33 1/3 RPM - 12""","-"
"SPR1290","R2988","33 1/3 RPM - 12""","-"
"SPR1291","R5613","78 RPM - 10""","-"
"SPR1291","R7001","78 RPM - 12""","-"
"SPR1292","R12968","33 1/3 RPM - 12""","-"
"SPR1293","R2231","33 1/3 RPM - 12""","-"
"SPR1294","R12925","33 1/3 RPM - 12""","-"
"SPR1294","R2881","33 1/3 RPM - 12""","-"
"SPR1295","M540","-","-"
"SPR1297","R2682","Cassette tape","-"
"SPR1298","R734","33 1/3 RPM - 12""","-"
"SPR1299","R1019","78 RPM - 10""","-"
"SPR1299","R8437","78 RPM - 10""","-"
"SPR13","R10333","78 RPM - 10""","-"
"SPR13","R10862","78 RPM - 10""","-"
"SPR13","R1462","78 RPM - 10""","-"
"SPR13","R3200","78 RPM - 10""","-"
"SPR130","R1926","33 1/3 RPM - 10""","-"
"SPR1300","R5276","33 1/3 RPM - 12""","-"
"SPR1301","R10074","78 RPM - 10""","-"
"SPR1301","R14940","78 RPM - 10""","-"
"SPR1301","R6702","78 RPM - 10""","-"
"SPR1301","R6906","78 RPM - 10""","-"
"SPR1302","R10024","33 1/3 RPM - 12""","-"
"SPR1303","R879","Cassette tape","-"
"SPR1304","R12798","33 1/3 RPM - 12""","-"
"SPR1304","R3686","33 1/3 RPM - 12""","-"
"SPR1304","R4391","33 1/3 RPM - 12""","-"
"SPR1306","R12784","Cassette tape","-"
"SPR1306","R12785","Cassette tape","-"
"SPR1306","R13264","Cassette tape","-"
"SPR1306","R14871","33 1/3 RPM - 12""","-"
"SPR1306","R15390","33 1/3 RPM - 12""","-"
"SPR1306","R15392","33 1/3 RPM - 12""","-"
"SPR1306","R6738","33 1/3 RPM - 12""","-"
"SPR1306","R7958","33 1/3 RPM - 12""","-"
"SPR1306","R971","33 1/3 RPM - 12""","-"
"SPR1307","R6717","Cassette tape","-"
"SPR1308","R13720","33 1/3 RPM - 12""","-"
"SPR1309","R10039","Cassette tape","-"
"SPR1309","R10040","33 1/3 RPM - 12""","-"
"SPR1309","R11974","Cassette tape","-"
"SPR1309","R15536","Cassette tape","-"
"SPR1309","R8515","Cassette tape","-"
"SPR1309","R8516","33 1/3 RPM - 12""","-"
"SPR131","R1065","33 1/3 RPM - 12""","-"
"SPR1310","R159","33 1/3 RPM - 12""","-"
"SPR1311","M516","-","-"
"SPR1312","R14711","33 1/3 RPM - 12""","-"
"SPR1313","R8150","Cassette tape","-"
"SPR1313","R8151","Cassette tape","-"
"SPR1313","R8152","Cassette tape","-"
"SPR1313","R8153","Cassette tape","-"
"SPR1313","R8154","Cassette tape","-"
"SPR1313","R8155","Cassette tape","-"
"SPR1315","R4827","Cassette tape","-"
"SPR1315","R573","33 1/3 RPM - 12""","-"
"SPR1316","R10563","Cassette tape","-"
"SPR1316","R3763","33 1/3 RPM - 10""","-"
"SPR1316","R6626","33 1/3 RPM - 12""","-"
"SPR1316","R7677","33 1/3 RPM - 12""","-"
"SPR1316","R833","33 1/3 RPM - 12""","-"
"SPR1316","R8345","33 1/3 RPM - 12""","-"
"SPR1316","R8911","33 1/3 RPM - 12""","-"
"SPR1318","R10071","78 RPM - 10""","-"
"SPR1318","R10127","78 RPM - 12""","-"
"SPR1318","R10324","78 RPM - 10""","-"
"SPR1318","R10511","78 RPM - 10""","-"
"SPR1318","R11046","78 RPM - 12""","-"
"SPR1318","R13669","78 RPM - 12""","-"
"SPR1318","R13946","78 RPM - 10""","-"
"SPR1318","R14046","78 RPM - 12""","-"
"SPR1318","R14115","78 RPM - 10""","-"
"SPR1318","R1470","78 RPM - 10""","-"
"SPR1318","R1480","78 RPM - 10""","-"
"SPR1318","R1650","78 RPM - 10""","-"
"SPR1318","R2826","78 RPM - 12""","-"
"SPR1318","R2827","78 RPM - 12""","-"
"SPR1318","R3668","78 RPM - 10""","-"
"SPR1318","R5533","78 RPM - 10""","-"
"SPR1318","R6046","78 RPM - 10""","-"
"SPR1318","R639","78 RPM - 10""","-"
"SPR1318","R7114","78 RPM - 10""","-"
"SPR1318","R7261","78 RPM - 10""","-"
"SPR1318","R7389","78 RPM - 12""","-"
"SPR1318","R783","78 RPM - 10""","-"
"SPR1318","R7915","78 RPM - 10""","-"
"SPR1318","R872","78 RPM - 10""","-"
"SPR1319","R8021","33 1/3 RPM - 12""","-"
"SPR1319","R9746","33 1/3 RPM - 12""","-"
"SPR132","R1011","78 RPM - 10""","-"
"SPR132","R1085","78 RPM - 10""","-"
"SPR132","R11341","78 RPM - 10""","-"
"SPR132","R12746","78 RPM - 10""","-"
"SPR132","R1330","78 RPM - 10""","-"
"SPR132","R1383","78 RPM - 10""","-"
"SPR132","R1384","78 RPM - 10""","-"
"SPR132","R13943","78 RPM - 10""","-"
"SPR132","R14821","78 RPM - 10""","-"
"SPR132","R1676","78 RPM - 10""","-"
"SPR132","R2578","78 RPM - 10""","-"
"SPR132","R2702","78 RPM - 10""","-"
"SPR132","R2876","78 RPM - 10""","-"
"SPR132","R3440","78 RPM - 10""","-"
"SPR132","R372","33 1/3 RPM - 12""","-"
"SPR132","R373","33 1/3 RPM - 12""","-"
"SPR132","R555","78 RPM - 10""","-"
"SPR132","R5758","78 RPM - 10""","-"
"SPR132","R6536","33 1/3 RPM - 12""","-"
"SPR132","R6716","78 RPM - 10""","-"
"SPR132","R7556","78 RPM - 10""","-"
"SPR132","R7845","78 RPM - 10""","-"
"SPR132","R8823","33 1/3 RPM - 12""","-"
"SPR132","R8824","33 1/3 RPM - 12""","-"
"SPR132","R8856","78 RPM - 10""","-"
"SPR132","R8857","78 RPM - 10""","-"
"SPR132","R9296","78 RPM - 10""","-"
"SPR1320","R6624","CD","-"
"SPR1321","R1000","78 RPM - 7""","-"
"SPR1321","R10303","33 1/3 RPM - 12""","-"
"SPR1321","R10305","33 1/3 RPM - 12""","-"
"SPR1321","R10400","Cassette tape","-"
"SPR1321","R10494","33 1/3 RPM - 12""","-"
"SPR1321","R10495","33 1/3 RPM - 12""","-"
"SPR1321","R1053","78 RPM - 10""","-"
"SPR1321","R1058","33 1/3 RPM - 12""","-"
"SPR1321","R10588","33 1/3 RPM - 12""","-"
"SPR1321","R10707","78 RPM - 10""","-"
"SPR1321","R10708","78 RPM - 10""","-"
"SPR1321","R10715","78 RPM - 10""","-"
"SPR1321","R10724","78 RPM - 10""","-"
"SPR1321","R10725","78 RPM - 10""","-"
"SPR1321","R10738","78 RPM - 10""","-"
"SPR1321","R10756","33 1/3 RPM - 12""","-"
"SPR1321","R10818","Cassette tape","-"
"SPR1321","R10842","78 RPM - 10""","-"
"SPR1321","R10875","78 RPM - 10""","-"
"SPR1321","R10974","33 1/3 RPM - 12""","-"
"SPR1321","R11042","33 1/3 RPM - 12""","-"
"SPR1321","R11043","33 1/3 RPM - 12""","-"
